molecule_chembl_id,canonical_smiles,standard_value,standard_units,pchembl_value
CHEMBL3971284,CN(CCNC(=O)COc1ccc(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,18.0,nM,7.75
CHEMBL3906438,COc1cc(-c2noc(CCCN(C)[C@H]3CC[C@H](OC(=O)C(O)(c4cccs4)c4cccs4)CC3)n2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,2.2,nM,8.66
CHEMBL3905320,COc1cc(OCC(=O)N(C)CCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,5.7,nM,8.24
CHEMBL3908788,CN(CCCn1c(=O)sc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,4.2,nM,8.38
CHEMBL3923686,CN(CCCn1c(=O)oc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)C2(C)c3ccccc3Oc3ccccc32)CC1,1.5,nM,8.82
CHEMBL3926721,CN(CCCn1c(=O)oc2cc(CNC[C@H](O)c3ccc(O)c(NC=O)c3)ccc21)[C@H]1CC[C@H](c2cccc3c2C(C)(C(=O)O)c2ccccc2O3)CC1,12.0,nM,7.92
CHEMBL3960091,CN(CCCn1nnc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)[C@](O)(c2cccs2)C2CCCC2)CC1,13.0,nM,7.89
CHEMBL3963770,CN(CCCn1nnc2cc(CNC[C@H](O)c3ccc(O)c4c3OCC(=O)N4)ccc21)[C@H]1CC[C@H](OC(=O)[C@](O)(c2cccs2)C2CCCC2)CC1,1.4,nM,8.85
CHEMBL3911114,CN(CCCn1c(=O)oc2cc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,62.0,nM,7.21
CHEMBL3910208,CC(Cc1ccc(OCC(=O)NCCN[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)cc1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,3.1,nM,8.51
CHEMBL1160723,CC(C)NC[C@H](O)c1ccc(O)c(O)c1,0.05,nM,10.30
CHEMBL388570,C[C@H](Cc1ccc(O)cc1)NC[C@H](O)c1cc(O)cc(O)c1,0.14,nM,9.85
CHEMBL229476,C[C@@H](Cc1ccc(O)cc1)NC[C@H](O)c1cc(O)cc(O)c1,6.09,nM,8.21
CHEMBL229477,C[C@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(O)cc(O)c1,6.74,nM,8.17
CHEMBL389390,C[C@@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(O)cc(O)c1,184.2,nM,6.74
CHEMBL228992,COc1ccc(C[C@@H](C)NC[C@H](O)c2cc(O)cc(O)c2)cc1,0.17,nM,9.77
CHEMBL228996,COc1ccc(C[C@H](C)NC[C@H](O)c2cc(O)cc(O)c2)cc1,2.01,nM,8.70
CHEMBL228998,COc1ccc(C[C@@H](C)NC[C@@H](O)c2cc(O)cc(O)c2)cc1,3.16,nM,8.50
CHEMBL228417,COc1ccc(C[C@H](C)NC[C@@H](O)c2cc(O)cc(O)c2)cc1,337.2,nM,6.47
CHEMBL229401,C[C@H](Cc1cccc2ccccc12)NC[C@H](O)c1cc(O)cc(O)c1,1.57,nM,8.80
CHEMBL229614,C[C@@H](Cc1cccc2ccccc12)NC[C@H](O)c1cc(O)cc(O)c1,1.19,nM,8.92
CHEMBL388177,C[C@H](Cc1cccc2ccccc12)NC[C@@H](O)c1cc(O)cc(O)c1,14.8,nM,7.83
CHEMBL229401,C[C@H](Cc1cccc2ccccc12)NC[C@H](O)c1cc(O)cc(O)c1,229.1,nM,6.64
CHEMBL1800936,CC[C@H](Cc1ccc(O)cc1)NC[C@H](O)c1cc(O)cc(O)c1,1.44,nM,8.84
CHEMBL1800960,CC[C@@H](Cc1ccc(O)cc1)NC[C@H](O)c1cc(O)cc(O)c1,17.88,nM,7.75
CHEMBL1800961,C[C@H](Cc1ccc2ccccc2c1)NC[C@H](O)c1cc(O)cc(O)c1,1.91,nM,8.72
CHEMBL1800962,C[C@@H](Cc1ccc2ccccc2c1)NC[C@H](O)c1cc(O)cc(O)c1,72.6,nM,7.14
CHEMBL1800963,COc1ccc(C[C@@H](C)NC[C@H](O)c2cc(O)cc(O)c2)c2ccccc12,3.98,nM,8.40
CHEMBL1800934,COc1ccc(C[C@H](C)NC[C@H](O)c2cc(O)cc(O)c2)c2ccccc12,4.37,nM,8.36
CHEMBL3934254,CN(CCCCCCCCCNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12)C1CCC(OC(=O)C(O)(c2cccs2)c2cccs2)CC1,6.4,nM,8.19
CHEMBL3902803,CN(CCOc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1)C1CCC(OC(=O)C(O)(c2cccs2)c2cccs2)CC1,36.0,nM,7.44
CHEMBL3978112,COc1cc(NC(=O)CCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,8.5,nM,8.07
CHEMBL3948979,CN(CCC(=O)Nc1ccc(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1Cl)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,6.7,nM,8.17
CHEMBL3916700,COc1cc(NC(=O)OCCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,1.6,nM,8.80
CHEMBL3892218,COc1cc(NC(=O)CCN(C)[C@H]2CC[C@](C)(OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,2.2,nM,8.66
CHEMBL3962171,COc1cc(NC(=O)CCCN[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,2.1,nM,8.68
CHEMBL3934681,COc1cc(NC(=O)CCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(F)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,4.8,nM,8.32
CHEMBL3963417,CN(CCC(=O)Nc1cc(F)c(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1F)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,13.0,nM,7.89
CHEMBL3940214,COc1cc(NC(=O)CCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,5.3,nM,8.28
CHEMBL3943564,COc1cc(NC(=O)OCCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(C#N)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,4.5,nM,8.35
CHEMBL3915601,COc1cc(OCCCCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,9.6,nM,8.02
CHEMBL3947244,COc1cc(NC(=O)OCCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2c1OCC(=O)N2,0.38,nM,9.42
CHEMBL3973386,COc1cc(NC(=O)OCCN(C)[C@H]2CC[C@H](OC(=O)[C@](O)(c3ccccc3)C3CCCC3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,1.3,nM,8.89
CHEMBL3906808,COc1cc(NC(=O)OCCN(C)[C@H]2CC[C@H](OC(=O)[C@](O)(c3cccs3)C3CCCC3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,1.1,nM,8.96
CHEMBL4285281,COc1cc2c3c(c1OC)-c1ccccc1[C@@H](O)[C@@H]3NCC2,1.4,nM,8.85
CHEMBL4279962,COc1cc2c3c(c1OC)-c1ccccc1[C@H](O)[C@H]3NCC2,1600.0,nM,5.80
CHEMBL4279531,COc1cc2c3c(c1OC)-c1ccccc1[C@@H](O)[C@H]3NCC2,210.0,nM,6.68
CHEMBL4290197,COc1cc2c3c(c1OC)-c1ccccc1[C@@H](O)[C@]3(C)NCC2,20.0,nM,7.70
CHEMBL4280606,COc1ccc(CCNC[C@H](O)c2ccccc2)cc1OC,8400.0,nM,5.08
CHEMBL4285281,COc1cc2c3c(c1OC)-c1ccccc1[C@@H](O)[C@@H]3NCC2,6.9,nM,8.16
CHEMBL266195,C=CCc1ccccc1OCC(O)CNC(C)C,3.3,nM,8.48
CHEMBL4459696,COC(=O)CSCCCc1ccccc1OCC(O)CNC(C)C,72.0,nM,7.14
CHEMBL4542960,CC(C)NCC(O)COc1ccccc1CCCSCC(=O)NCCOCCOCCNC(=O)OC(C)(C)C,22.0,nM,7.66
CHEMBL4458797,CC(C)NCC(O)COc1ccccc1CCCSCC(=O)NCCOCCOCCN,19.0,nM,7.72
CHEMBL4452249,CC(C)NCC(O)COc1ccccc1CCCSCC(=O)NCCOCCOCCNC(=O)CCCCCC1(C)C(/C=C/C=C/C=C2/N(CCCS(=O)(=O)O)c3ccc(S(=O)(=O)O)cc3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)O)cc21,96.0,nM,7.02
CHEMBL4475573,CC(C)NCC(O)COc1ccccc1CCCSCC(=O)NCCOCCOCCNC(=O)CS(=O)(=O)O,86.0,nM,7.07
CHEMBL4454523,CC(C)NCC(O)COc1ccccc1CCCSCC(=O)NCCOCCOCCNC(=O)C1C(C(=O)O)C(C(=O)O)C1C(=O)O,380.0,nM,6.42
CHEMBL4466532,C=CCc1ccccc1OCC(O)CNCCOCCOCCOCCOCCNC(=O)OC(C)(C)C,6.9,nM,8.16
CHEMBL4587648,C=CCc1ccccc1OCC(O)CNCCOCCOCCOCCOCCN,100.0,nM,7.00
CHEMBL4527905,C=CCc1ccccc1OCC(O)CNCCOCCOCCOCCOCCNC(=O)CCCCCC1(C)C(/C=C/C=C/C=C2/N(CCCS(=O)(=O)O)c3ccc(S(=O)(=O)O)cc3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)O)cc21,500.0,nM,6.30
CHEMBL4545079,C=CCc1ccccc1OCC(O)CNCCOCCOCCOCCOCCNC(=O)CS(=O)(=O)O,83.4,nM,7.08
CHEMBL4594173,CC(C)NC[C@H](O)COc1ccccc1CCCC(=O)NCCNC(=O)CCCc1ccccc1OC[C@@H](O)CNC(C)C,6.607,nM,8.18
CHEMBL4459989,CC(C)NC[C@H](O)COc1ccccc1CCC(=O)NCCCNC(=O)CCc1ccccc1OC[C@@H](O)CNC(C)C,8.318,nM,8.08
CHEMBL4584173,CC(C)NC[C@H](O)COc1ccccc1CCCC(=O)NCCCNC(=O)CCCc1ccccc1OC[C@@H](O)CNC(C)C,6.457,nM,8.19
CHEMBL4472564,CC(C)NC[C@H](O)COc1ccccc1CCCC(=O)NCCCCNC(=O)CCCc1ccccc1OC[C@@H](O)CNC(C)C,11.22,nM,7.95
CHEMBL4556017,CC(C)NC[C@@H](O)COc1ccccc1CCCC(=O)NCCNC(=O)CCCc1ccccc1OC[C@H](O)CNC(C)C,213.8,nM,6.67
CHEMBL4530266,CC(C)NC[C@H](O)COc1ccccc1-n1cc(CNCc2cn(-c3ccccc3OC[C@@H](O)CNC(C)C)nn2)nn1,169.82,nM,6.77
CHEMBL4442559,CC(C)NC[C@H](O)COc1ccccc1Cn1cc(CNCc2cn(Cc3ccccc3OC[C@@H](O)CNC(C)C)nn2)nn1,64.57,nM,7.19
CHEMBL4462252,CC(C)NC[C@H](O)COc1ccccc1CCn1cc(CNCc2cn(CCc3ccccc3OC[C@@H](O)CNC(C)C)nn2)nn1,4.677,nM,8.33
CHEMBL4514723,CC(C)NC[C@H](O)COc1ccccc1CCCn1cc(CNCc2cn(CCCc3ccccc3OC[C@@H](O)CNC(C)C)nn2)nn1,2.884,nM,8.54
CHEMBL4593049,COc1ccccc1CCCNC(=O)NCCCc1ccccc1OC[C@@H](O)CNC(C)C,13.8,nM,7.86
CHEMBL4564495,CC(C)NC[C@H](O)COc1ccccc1CCCNC(=O)NCCCc1ccccc1,14.13,nM,7.85
CHEMBL4468271,CCCNC(=O)NCCCc1ccccc1OC[C@@H](O)CNC(C)C,85.11,nM,7.07
CHEMBL4532142,COc1ccccc1CCCC(=O)NCCNC(=O)CCCc1ccccc1OC[C@@H](O)CNC(C)C,3.89,nM,8.41
CHEMBL4515576,CC(C)NC[C@H](O)COc1ccccc1CCCC(=O)NCCNC(=O)CCCc1ccccc1,5.888,nM,8.23
CHEMBL4578042,CCCC(=O)NCCNC(=O)CCCc1ccccc1OC[C@@H](O)CNC(C)C,64.57,nM,7.19
CHEMBL1160734,C=CCc1ccccc1OC[C@@H](O)CNC(C)C,0.7244,nM,9.14
CHEMBL1395661,C=CCc1ccccc1OC[C@H](O)CNC(C)C,2.344,nM,8.63
CHEMBL266195,C=CCc1ccccc1OCC(O)CNC(C)C,1.148,nM,8.94
CHEMBL4473518,CC(C)NC[C@H](O)COc1ccccc1CCCCCCc1ccccc1OC[C@@H](O)CNC(C)C,3.236,nM,8.49
CHEMBL4527821,CC(C)NC[C@H](O)COc1ccccc1CCCCCCCCc1ccccc1OC[C@@H](O)CNC(C)C,5.248,nM,8.28
CHEMBL4434772,CC(C)NC[C@H](O)COc1ccccc1CCCCCCCCCCc1ccccc1OC[C@@H](O)CNC(C)C,13.8,nM,7.86
CHEMBL4441975,CC(C)NC[C@H](O)COc1ccccc1CCCCCCCCCCCCc1ccccc1OC[C@@H](O)CNC(C)C,25.7,nM,7.59
CHEMBL4574652,CC(C)NC[C@H](O)COc1ccccc1CCNC(=O)NCCc1ccccc1OC[C@@H](O)CNC(C)C,2.188,nM,8.66
CHEMBL4446394,CC(C)NC[C@H](O)COc1ccccc1CCCNC(=O)NCCCc1ccccc1OC[C@@H](O)CNC(C)C,1.585,nM,8.80
CHEMBL4564189,CC(C)NC[C@H](O)COc1ccccc1CCCCNC(=O)NCCCCc1ccccc1OC[C@@H](O)CNC(C)C,1.778,nM,8.75
CHEMBL4474813,CC(C)NC[C@H](O)COc1ccccc1CC(=O)NCCNC(=O)Cc1ccccc1OC[C@@H](O)CNC(C)C,213.8,nM,6.67
CHEMBL4450606,CC(C)NC[C@H](O)COc1ccccc1CCC(=O)NCCNC(=O)CCc1ccccc1OC[C@@H](O)CNC(C)C,3.311,nM,8.48
CHEMBL4594173,CC(C)NC[C@H](O)COc1ccccc1CCCC(=O)NCCNC(=O)CCCc1ccccc1OC[C@@H](O)CNC(C)C,1.549,nM,8.81
CHEMBL4530266,CC(C)NC[C@H](O)COc1ccccc1-n1cc(CNCc2cn(-c3ccccc3OC[C@@H](O)CNC(C)C)nn2)nn1,12.02,nM,7.92
CHEMBL4442559,CC(C)NC[C@H](O)COc1ccccc1Cn1cc(CNCc2cn(Cc3ccccc3OC[C@@H](O)CNC(C)C)nn2)nn1,6.31,nM,8.20
CHEMBL4462252,CC(C)NC[C@H](O)COc1ccccc1CCn1cc(CNCc2cn(CCc3ccccc3OC[C@@H](O)CNC(C)C)nn2)nn1,2.042,nM,8.69
CHEMBL4514723,CC(C)NC[C@H](O)COc1ccccc1CCCn1cc(CNCc2cn(CCCc3ccccc3OC[C@@H](O)CNC(C)C)nn2)nn1,1.202,nM,8.92
CHEMBL1160734,C=CCc1ccccc1OC[C@@H](O)CNC(C)C,2.291,nM,8.64
CHEMBL1395661,C=CCc1ccccc1OC[C@H](O)CNC(C)C,75.86,nM,7.12
CHEMBL266195,C=CCc1ccccc1OCC(O)CNC(C)C,5.495,nM,8.26
CHEMBL4473518,CC(C)NC[C@H](O)COc1ccccc1CCCCCCc1ccccc1OC[C@@H](O)CNC(C)C,3.802,nM,8.42
CHEMBL4527821,CC(C)NC[C@H](O)COc1ccccc1CCCCCCCCc1ccccc1OC[C@@H](O)CNC(C)C,2.344,nM,8.63
CHEMBL4434772,CC(C)NC[C@H](O)COc1ccccc1CCCCCCCCCCc1ccccc1OC[C@@H](O)CNC(C)C,3.802,nM,8.42
CHEMBL4441975,CC(C)NC[C@H](O)COc1ccccc1CCCCCCCCCCCCc1ccccc1OC[C@@H](O)CNC(C)C,6.918,nM,8.16
CHEMBL41189,CC(C)NC[C@H](O)COc1ccccc1OCCOCCOc1ccccc1OC[C@@H](O)CNC(C)C,46.77,nM,7.33
CHEMBL4557995,CC(C)NC[C@H](O)COc1ccccc1OCCOCCOCCOc1ccccc1OC[C@@H](O)CNC(C)C,74.13,nM,7.13
CHEMBL4574652,CC(C)NC[C@H](O)COc1ccccc1CCNC(=O)NCCc1ccccc1OC[C@@H](O)CNC(C)C,16.22,nM,7.79
CHEMBL4446394,CC(C)NC[C@H](O)COc1ccccc1CCCNC(=O)NCCCc1ccccc1OC[C@@H](O)CNC(C)C,7.586,nM,8.12
CHEMBL4564189,CC(C)NC[C@H](O)COc1ccccc1CCCCNC(=O)NCCCCc1ccccc1OC[C@@H](O)CNC(C)C,1.585,nM,8.80
CHEMBL4465278,CC(C)NC[C@H](O)COc1ccccc1CCCCCNC(=O)NCCCCCc1ccccc1OC[C@@H](O)CNC(C)C,1.738,nM,8.76
CHEMBL4474813,CC(C)NC[C@H](O)COc1ccccc1CC(=O)NCCNC(=O)Cc1ccccc1OC[C@@H](O)CNC(C)C,2630.27,nM,5.58
CHEMBL4450606,CC(C)NC[C@H](O)COc1ccccc1CCC(=O)NCCNC(=O)CCc1ccccc1OC[C@@H](O)CNC(C)C,75.86,nM,7.12
CHEMBL4210507,NCc1ccc(-c2ncccn2)cc1,10000.0,nM,5.00
CHEMBL4565954,COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)Nc5ccc(C#CCCCNC[C@H](O)c6ccc(O)c7[nH]c(=O)ccc67)cc5)c4)cc23)c1,11.0,nM,7.96
CHEMBL4633760,CC(=O)Nc1ccc(/N=N/c2ccccc2OC[C@@H](O)CNC(C)C)cc1,1.72,nM,8.76
CHEMBL4634403,CC(=O)Nc1ccc(/N=N/c2cccc(OC[C@@H](O)CNC(C)C)c2)cc1,593.88,nM,6.23
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,0.55,nM,9.26
CHEMBL4633760,CC(=O)Nc1ccc(/N=N/c2ccccc2OC[C@@H](O)CNC(C)C)cc1,28.94,nM,7.54
CHEMBL4634403,CC(=O)Nc1ccc(/N=N/c2cccc(OC[C@@H](O)CNC(C)C)c2)cc1,160.64,nM,6.79
CHEMBL27,CC(C)NCC(O)COc1cccc2ccccc12,0.48,nM,9.32
CHEMBL1933288,C[C@@H]1CCNC(=O)c2cc3ccc(C(=O)Nc4nc5ccccc5n4CCCN(C)C)cc3n21,1820.0,nM,5.74
CHEMBL4743495,Cl.O=C(O)c1cc(-c2ccc(C3CCNCC3)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1,4327.23,nM,5.36
CHEMBL1256876,Cl.NC[C@@H]1O[C@H](C23CC4CC(CC(C4)C2)C3)Cc2c1ccc(O)c2O,1644.1,nM,5.78
CHEMBL24778,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,214.13,nM,6.67
CHEMBL1671,CC(C)NCC(O)COc1cccc2ccccc12.Cl,2.262,nM,8.65
CHEMBL1691,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl,627.7,nM,6.20
CHEMBL1256864,CC(C)(C)NCC(O)COc1cccc2[nH]c(=O)[nH]c12.Cl,1.96,nM,8.71
CHEMBL79834,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,3044.66,nM,5.52
CHEMBL499,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,0.2153,nM,9.67
CHEMBL4803066,O=c1c2cccn2c2ccccc2n1CCCN1CCC(c2ccc(Cl)cc2)CC1,4677.38,nM,5.33
CHEMBL1938952,COc1ccncc1C(=O)NC(=O)Nc1ccc(-c2ccccc2)c(C(F)(F)F)c1,4918.12,nM,5.31
CHEMBL2111101,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,4549.68,nM,5.34
CHEMBL567,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,2777.1,nM,5.56
CHEMBL314639,N#Cc1cc2c(OCC(O)CN3CCN(C(c4ccccc4)c4ccccc4)CC3)cccc2[nH]1,750.22,nM,6.12
CHEMBL2181247,O=C1COc2nccc(-c3ccccc3F)c2CN1Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,1508.69,nM,5.82
CHEMBL500,CC(C)NCC(O)COc1cccc2[nH]ccc12,2.192,nM,8.66
CHEMBL1263,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,14.93,nM,7.83
CHEMBL1256784,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2.Cl,1.493,nM,8.83
CHEMBL2331803,C[C@H](N)Cn1ccc2cc(F)c(Cl)cc21.O=C(O)/C=C/C(=O)O,6138.89,nM,5.21
CHEMBL5084234,CSc1ccccc1N1CCN(CCCCCC(=O)NC2CCCc3ccccc32)CC1.Cl,2661.78,nM,5.58
CHEMBL2074611,Cl.FC(F)(F)c1ccc(N2CCNCC2)nc1Cl,2728.0,nM,5.56
CHEMBL4531673,CN1CCN(c2nc3cc(C(F)(F)F)ccc3n3cccc23)CC1.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,2378.77,nM,5.62
CHEMBL1329567,O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1.O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1.O=C(O)/C=C/C(=O)O,1546.7,nM,5.81
CHEMBL5075931,NCCc1cn(S(=O)(=O)c2c(Cl)nc3sccn23)c2ccccc12.O=C(O)C(=O)O,2932.72,nM,5.53
CHEMBL1160734,C=CCc1ccccc1OC[C@@H](O)CNC(C)C,2.291,nM,8.64
CHEMBL5562430,C#CCCNC[C@H](O)COc1ccccc1CC=C,79.43,nM,7.10
CHEMBL5561419,C#CCCCNC[C@H](O)COc1ccccc1CC=C,173.78,nM,6.76
CHEMBL5564893,CC(C)NC[C@H](O)COc1ccc(CCCN=[N+]=[N-])cc1,3981.07,nM,5.40
CHEMBL5562644,CC(C)NC[C@H](O)COc1ccc(CCCCN=[N+]=[N-])cc1,4786.3,nM,5.32
CHEMBL5564549,C=CCc1ccccc1OC[C@@H](O)CNCCCc1cn(CCCCc2ccc(OC[C@@H](O)CNC(C)C)cc2)nn1,4.467,nM,8.35
CHEMBL5564461,C=CCc1ccccc1OC[C@@H](O)CNCCc1cn(CCCc2ccc(OC[C@@H](O)CNC(C)C)cc2)nn1,10.0,nM,8.00
CHEMBL5568267,C=CCc1ccccc1OC[C@@H](O)CNCCc1cn(CCCCc2ccc(OC[C@@H](O)CNC(C)C)cc2)nn1,7.413,nM,8.13
CHEMBL5556781,C=CCc1ccccc1OC[C@@H](O)CNCCCc1cn(CCCc2ccc(OC[C@@H](O)CNC(C)C)cc2)nn1,4.677,nM,8.33
CHEMBL5562658,C=CCc1ccccc1OC[C@@H](O)CNCCCc1cn(CCCCc2ccc(OC)cc2)nn1,5.37,nM,8.27
CHEMBL5557954,C=CCc1ccccc1OC[C@@H](O)CNCCCc1cn(CCCCc2ccccc2)nn1,4.677,nM,8.33
CHEMBL5568144,C=CCc1ccccc1OC[C@@H](O)CNCCCc1cn(CCCC)nn1,18.2,nM,7.74
CHEMBL5561967,CCCc1cn(CCCCc2ccc(OC[C@@H](O)CNC(C)C)cc2)nn1,3162.28,nM,5.50
CHEMBL513389,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2,0.83,nM,9.08
CHEMBL3900995,CN(CCCn1c(=O)oc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,140.0,nM,6.85
CHEMBL3961014,CN(CCCn1c(=O)[nH]c2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,120.0,nM,6.92
CHEMBL5959314,CN(CCCn1ccc2cc(CNC[C@H](O)c3ccc(O)c4c3C=CCN4)ccc21)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,220.0,nM,6.66
CHEMBL3890898,CN(CCCc1nc(-c2ccc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)no1)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,2.7,nM,8.57
CHEMBL5965344,CN(CCN(C)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1)C(=O)COc1ccc(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1,34.0,nM,7.47
CHEMBL3971284,CN(CCNC(=O)COc1ccc(CNC[C@H](O)c2ccc(O)c3[nH]c(=O)ccc23)cc1)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,18.0,nM,7.75
CHEMBL3906438,COc1cc(-c2noc(CCCN(C)[C@H]3CC[C@H](OC(=O)C(O)(c4cccs4)c4cccs4)CC3)n2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,2.2,nM,8.66
CHEMBL3905320,COc1cc(OCC(=O)N(C)CCN(C)[C@H]2CC[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)CC2)c(Cl)cc1CNC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,5.7,nM,8.24
CHEMBL3908788,CN(CCCn1c(=O)sc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,4.2,nM,8.38
CHEMBL3923686,CN(CCCn1c(=O)oc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)C2(C)c3ccccc3Oc3ccccc32)CC1,1.5,nM,8.82
CHEMBL3960091,CN(CCCn1nnc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)[C@](O)(c2cccs2)C2CCCC2)CC1,12.0,nM,7.92
CHEMBL5949911,CN(CCCn1nnc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](c2ccsc2[C@@](O)(C(=O)O)C2CCCC2)CC1,13.0,nM,7.89
